time;Tac;hs;u;Rg;Tsoil;
2019-09-17 20:00;27.45;38.63;0.966;22.22222222;31.45;
2019-09-17 21:00;24.37;46.23;0.34;0;27.37;
2019-09-17 22:00;23.57;46.31;0.121;0;26.57;
2019-09-17 23:00;22.43;51.26;0.088;0;25.43;
2019-09-18 00:00;21.5;57.84;0.006;0;24.5;
2019-09-18 01:00;20.56;59.81;0;0;23.56;
2019-09-18 02:00;20.08;61.24;0;0;23.08;
2019-09-18 03:00;19.55;61.31;0;0;22.55;
2019-09-18 04:00;19.22;61.39;0;0;22.22;
2019-09-18 05:00;20.04;58.89;0;0;23.04;
2019-09-18 06:00;18.68;54.96;0;0;21.68;
2019-09-18 07:00;18.07;59.9;0;0;21.07;
2019-09-18 08:00;17.87;60.04;0;9.230555556;20.87;
2019-09-18 09:00;22.68;51.43;0.001;121.2222222;25.68;
2019-09-18 10:00;24.89;42.81;0.137;245.5555556;34.89;
2019-09-18 11:00;26.82;35.14;0.603;388.3333333;41.82;
2019-09-18 12:00;29.7;29.1;0.991;721.1111111;49.7;
2019-09-18 13:00;31.01;25.43;0.805;750.5555556;51.01;
2019-09-18 14:00;31.06;28.4;0.995;736.3888889;51.06;
2019-09-18 15:00;28.42;28.67;2.231;716.6666667;48.42;
2019-09-18 16:00;28.3;33.68;2.38;575.8333333;48.3;
2019-09-18 17:00;27.77;34.97;2.302;478.8888889;42.77;
2019-09-18 18:00;26.28;42.2;1.599;266.3888889;32.28;
2019-09-18 19:00;22.93;61.51;0.476;19.17777778;27.93;
2019-09-18 20:00;21.15;75.4;0.595;0;25.15;
2019-09-18 21:00;19.74;77.2;1.448;0;22.74;
2019-09-18 22:00;19.2;78.8;0.324;0;22.2;
2019-09-18 23:00;18.73;78.2;0.798;0;21.73;
2019-09-19 00:00;18.81;78.6;0.22;0;21.81;
2019-09-19 01:00;18.74;77.4;0.212;0;21.74;
2019-09-19 02:00;18.81;78.5;0.011;0;21.81;
2019-09-19 03:00;18.4;78.5;0;0;21.4;
2019-09-19 04:00;18.2;76.5;0.011;0;21.2;
2019-09-19 05:00;18.27;73.9;0.028;0;21.27;
2019-09-19 06:00;18.07;77.9;0;0;21.07;
2019-09-19 07:00;17.67;69.73;0;0;20.67;
2019-09-19 08:00;17.87;61.26;0.06;10.09166667;20.87;
2019-09-19 09:00;18.75;67.69;0.162;48.5;21.75;
2019-09-19 10:00;19.68;64.56;0.066;107.5;29.68;
2019-09-19 11:00;22.93;49.31;0.399;373.8888889;37.93;
2019-09-19 12:00;24.25;43.74;0.614;626.1111111;44.25;
2019-09-19 13:00;26.25;38.37;0.718;714.4444444;46.25;
2019-09-19 14:00;26.97;35.45;1.115;752.5;46.97;
2019-09-19 15:00;28.38;31.18;1.047;721.3888889;48.38;
2019-09-19 16:00;29.52;30.97;1.096;625.5555556;49.52;
2019-09-19 17:00;29.24;34.49;1.054;490;44.24;
2019-09-19 18:00;28.3;36.04;1.168;314.1666667;34.3;
2019-09-19 19:00;25.61;50.59;1.214;138.2777778;30.61;
2019-09-19 20:00;22.67;53.53;0.145;17.35;26.67;
2019-09-19 21:00;21.21;58.5;0.228;0;24.21;
2019-09-19 22:00;20.35;44.63;0.151;0;23.35;
2019-09-19 23:00;18.4;52.1;0;0;21.4;
2019-09-20 00:00;20.44;40.93;0.118;0;23.44;
2019-09-20 01:00;20.37;39.98;0.399;0;23.37;
2019-09-20 02:00;18.68;37.81;0.225;0;21.68;
2019-09-20 03:00;18.48;39.44;0.22;0;21.48;
2019-09-20 04:00;17.06;45.6;0.05;0;20.06;
2019-09-20 05:00;18.01;47.85;0.009;0;21.01;
2019-09-20 06:00;17.13;42.02;0.107;0;20.13;
2019-09-20 07:00;18.07;46.76;0.108;0;21.07;
2019-09-20 08:00;17.73;40.32;0.061;3.333333333;20.73;
2019-09-20 09:00;19.76;42.89;0.211;59.5;22.76;
2019-09-20 10:00;21.03;37.93;0.437;177.6944444;31.03;
2019-09-20 11:00;22.1;35.35;0.381;282.5;37.1;
2019-09-20 12:00;24.65;48.2;0.923;448.6111111;44.65;
2019-09-20 13:00;23.15;53.61;1.641;228.6111111;43.15;
2019-09-20 14:00;22.68;57.88;1.604;169.4166667;42.68;
2019-09-20 15:00;24.04;57.67;2.093;353.0555556;44.04;
2019-09-20 16:00;24.02;51.84;2.177;620;44.02;
2019-09-20 17:00;24.95;52.98;2.252;489.4444444;39.95;
2019-09-20 18:00;24.08;57.11;2.306;322.2222222;30.08;
2019-09-20 19:00;22.33;58.14;1.622;132.5;27.33;
2019-09-20 20:00;20.87;63.51;0.562;17.13611111;24.87;
2019-09-20 21:00;20.48;69.01;0;0;23.48;
2019-09-20 22:00;21.03;69.97;0.195;0;24.03;
2019-09-20 23:00;21.16;67.39;0.97;0;24.16;
2019-09-21 00:00;21.43;62.99;1.731;0;24.43;
2019-09-21 01:00;21.29;62.58;1.503;0;24.29;
2019-09-21 02:00;21.29;61.22;1.528;0;24.29;
2019-09-21 03:00;20.48;63.05;1.298;0;23.48;
2019-09-21 04:00;19.67;60.14;0.787;0;22.67;
2019-09-21 05:00;19.61;56.63;0.773;0;22.61;
2019-09-21 06:00;19.47;55.68;0.749;0;22.47;
2019-09-21 07:00;19.41;57.78;0.638;0;22.41;
2019-09-21 08:00;19.41;53.31;1.024;8.697222222;22.41;
2019-09-21 09:00;19.54;53.92;0.7;52.27777778;22.54;
2019-09-21 10:00;20.63;57.78;0.692;33.69444444;30.63;
2019-09-21 11:00;21.03;56.22;1.131;56.27777778;36.03;
2019-09-21 12:00;18.19;71.2;0.871;30.11111111;38.19;
2019-09-21 13:00;19.15;76.3;1.375;45.55555556;39.15;
2019-09-21 14:00;18.88;76.2;1.503;112.1666667;38.88;
2019-09-21 15:00;17.79;78.1;1.384;55.77777778;37.79;
2019-09-21 16:00;17.8;75.3;1.189;62.5;37.8;
2019-09-21 17:00;17.93;78.2;0.848;53.88888889;32.93;
2019-09-21 18:00;17.8;77.2;0.388;29.33333333;23.8;
2019-09-21 19:00;18;76.6;0.422;18.92222222;23;
2019-09-21 20:00;17.46;78.5;0.025;3.533333333;21.46;
2019-09-21 21:00;17.94;77.9;0.018;1.102777778;20.94;
2019-09-21 22:00;17.06;79;0.242;1.236111111;20.06;
2019-09-21 23:00;17.87;81.3;0.175;0.883333333;20.87;
2019-09-22 00:00;16.99;78.3;0.008;0;19.99;
2019-09-22 01:00;17.53;80.7;0.001;0;20.53;
2019-09-22 02:00;16.92;77.6;0.003;0;19.92;
2019-09-22 03:00;17.19;77.9;0;0;20.19;
2019-09-22 04:00;17.33;81.5;0.059;0;20.33;
2019-09-22 05:00;17.12;82.1;0.054;0;20.12;
2019-09-22 06:00;17.06;83;0.044;0.177777778;20.06;
2019-09-22 07:00;16.85;82.9;0.055;0;19.85;
2019-09-22 08:00;17.53;79.8;0.064;3.863888889;20.53;
2019-09-22 09:00;17.8;84.4;0.134;27.05555556;20.8;
2019-09-22 10:00;17.6;82.6;0.106;28.88888889;27.6;
2019-09-22 11:00;18.4;82.2;0.096;81.80555556;33.4;
2019-09-22 12:00;19.48;83.1;0.088;55.72222222;39.48;
2019-09-22 13:00;18.73;80.7;0.039;70;38.73;
2019-09-22 14:00;19.75;84;0.086;62.94444444;39.75;
2019-09-22 15:00;19.47;82.8;0.397;72.19444444;39.47;
2019-09-22 16:00;19.27;80.9;0.296;25.86111111;39.27;
2019-09-22 17:00;20.08;83.3;0.992;32.08333333;35.08;
2019-09-22 18:00;20.42;78.4;2.228;20.69444444;26.42;
2019-09-22 19:00;17.32;83.9;2.026;15.36388889;22.32;
2019-09-22 20:00;16.51;79.3;0.722;3.6;20.51;
2019-09-22 21:00;16.72;72.6;0.971;1.083333333;19.72;
2019-09-22 22:00;16.65;73.5;0.745;0.308333333;19.65;
2019-09-22 23:00;16.78;65.19;1.081;0.263888889;19.78;
2019-09-23 00:00;16.72;69.46;0.032;0;19.72;
2019-09-23 01:00;16.11;75.1;0;0;19.11;
2019-09-23 02:00;16.18;76.7;0;0;19.18;
2019-09-23 03:00;14.83;78.8;0;0;17.83;
2019-09-23 04:00;14.09;80.4;0;0;17.09;
2019-09-23 05:00;13.35;81.5;0;0;16.35;
2019-09-23 06:00;13.43;76.1;0.127;0;16.43;
2019-09-23 07:00;13.64;71.5;0.357;0;16.64;
2019-09-23 08:00;15.06;61.97;0.841;7.930555556;18.06;
2019-09-23 09:00;16.67;60.6;0.805;138.2222222;19.67;
2019-09-23 10:00;18.62;59.7;0.857;286.9444444;28.62;
2019-09-23 11:00;20.56;49.73;1.076;426.3888889;35.56;
2019-09-23 12:00;22.38;43.08;1.183;454.4444444;42.38;
2019-09-23 13:00;23.84;34.93;1.078;590.5555556;43.84;
2019-09-23 14:00;24.63;34.38;1.178;646.3888889;44.63;
2019-09-23 15:00;26.18;30.52;0.457;658.0555556;46.18;
2019-09-23 16:00;27.04;23.27;1.096;635.2777778;47.04;
2019-09-23 17:00;25.89;29.83;1.497;438.6111111;40.89;
2019-09-23 18:00;25.15;32.61;1.803;299.7222222;31.15;
2019-09-23 19:00;24.23;35.12;1.203;111.5555556;29.23;
2019-09-23 20:00;22.62;38.45;0.872;9.461111111;26.62;
2019-09-23 21:00;21.02;45.64;0.551;0;24.02;
2019-09-23 22:00;18.32;49.86;0.004;0;21.32;
2019-09-23 23:00;17.06;58.88;0;0;20.06;
2019-09-24 00:00;15.91;61.81;0;0;18.91;
2019-09-24 01:00;15.24;68.26;0;0;18.24;
2019-09-24 02:00;15.18;73.5;0;0;18.18;
2019-09-24 03:00;14.23;72.9;0;0;17.23;
2019-09-24 04:00;14.02;76.2;0;0;17.02;
2019-09-24 05:00;14.23;70.4;0;0;17.23;
2019-09-24 06:00;13.82;71.2;0;0;16.82;
2019-09-24 07:00;13.89;75.3;0;0;16.89;
2019-09-24 08:00;13.69;76;0;5.169444444;16.69;
2019-09-24 09:00;15.85;67.58;0;95.08333333;18.85;
2019-09-24 10:00;17.74;60.72;0;174.6666667;27.74;
2019-09-24 11:00;22.26;46.4;0.125;397.7777778;37.26;
2019-09-24 12:00;23.51;38.46;0.392;470.8333333;43.51;
2019-09-24 13:00;24.57;36.55;0.928;605;44.57;
2019-09-24 14:00;25.03;39.72;1.419;681.1111111;45.03;
2019-09-24 15:00;25.02;42.83;1.923;726.3888889;45.02;
2019-09-24 16:00;24.6;47.62;1.924;616.9444444;44.6;
2019-09-24 17:00;23.94;49.19;1.636;404.4444444;38.94;
2019-09-24 18:00;22.06;53.26;1.202;139.6944444;28.06;
2019-09-24 19:00;21.95;53.28;0.743;80.75;26.95;
2019-09-24 20:00;20.4;53.7;0.402;11.65;24.4;
2019-09-24 21:00;20.28;55.34;0.644;0;23.28;
2019-09-24 22:00;20.9;57.24;0.349;0;23.9;
2019-09-24 23:00;22.11;58.45;0.664;0;25.11;
2019-09-25 00:00;21.16;49.31;1.159;0;24.16;
2019-09-25 01:00;21.5;60.21;1.295;0;24.5;
2019-09-25 02:00;19.74;60.75;1.418;0;22.74;
2019-09-25 03:00;17.72;73;0.883;0.619444444;20.72;
2019-09-25 04:00;17.67;70.5;0.461;0.994444444;20.67;
2019-09-25 05:00;18.34;57.94;1.392;0.241666667;21.34;
2019-09-25 06:00;18.28;58;1.934;0;21.28;
2019-09-25 07:00;17.87;59.9;1.038;0;20.87;
2019-09-25 08:00;18;54.34;0.785;2.186111111;21;
2019-09-25 09:00;18.07;56.1;1.576;24.11111111;21.07;
2019-09-25 10:00;18.2;54.74;1.259;47.16666667;28.2;
2019-09-25 11:00;18.8;53.86;1.235;119.8888889;33.8;
2019-09-25 12:00;20.01;51.21;1.323;263.3333333;40.01;
2019-09-25 13:00;23.85;43;2.225;740.5555556;43.85;
2019-09-25 14:00;24.37;37.56;3.096;745.2777778;44.37;
2019-09-25 15:00;24.76;36.54;3.051;688.8888889;44.76;
2019-09-25 16:00;24.76;37.76;3.13;605.5555556;44.76;
2019-09-25 17:00;25.1;34.65;2.534;518.6111111;40.1;
2019-09-25 18:00;24.15;37.9;2.136;279.1666667;30.15;
2019-09-25 19:00;22.14;42.64;2.156;92.08333333;27.14;
2019-09-25 20:00;21.15;47.06;0.873;5.469444444;25.15;
2019-09-25 21:00;19.41;47.48;0.772;0;22.41;
2019-09-25 22:00;19.27;51.89;0.515;0;22.27;
2019-09-25 23:00;20.15;59.54;1.499;0;23.15;
2019-09-26 00:00;19.2;56.83;1.488;0;22.2;
2019-09-26 01:00;18.73;59.14;1.25;0;21.73;
2019-09-26 02:00;18.26;60.16;1.176;0;21.26;
2019-09-26 03:00;18.27;59.89;0.917;0;21.27;
2019-09-26 04:00;17.8;61.59;1.246;0;20.8;
2019-09-26 05:00;17.19;62.41;0.433;0;20.19;
2019-09-26 06:00;17.67;59.56;1.547;0;20.67;
2019-09-26 07:00;18.21;58;1.281;0;21.21;
2019-09-26 08:00;19.77;57.46;1.481;11.74722222;22.77;
2019-09-26 09:00;19.82;51.35;1.873;129.1944444;22.82;
2019-09-26 10:00;20.9;48.16;2.55;333.6111111;30.9;
2019-09-26 11:00;21.96;44.15;2.66;484.4444444;36.96;
2019-09-26 12:00;23.98;45.5;2.732;606.9444444;43.98;
2019-09-26 13:00;23.63;47.05;2.183;329.4444444;43.63;
2019-09-26 14:00;25.59;41.29;2.205;624.7222222;45.59;
2019-09-26 15:00;26.59;35.12;2.013;600;46.59;
2019-09-26 16:00;26.84;28.95;1.248;591.1111111;46.84;
2019-09-26 17:00;28.25;31.45;0.923;456.3888889;43.25;
2019-09-26 18:00;27.57;32.53;1.28;295.2777778;33.57;
2019-09-26 19:00;25.69;38.63;2.001;122.9166667;30.69;
2019-09-26 20:00;24.24;43.66;1.85;10.62777778;28.24;
2019-09-26 21:00;23.18;46.72;1.773;0;26.18;
2019-09-26 22:00;22.03;43.14;1.671;0;25.03;
2019-09-26 23:00;22.04;51.13;1.93;0;25.04;
2019-09-27 00:00;20.75;47.14;2.064;0;23.75;
2019-09-27 01:00;20.69;47.41;0.681;0;23.69;
2019-09-27 02:00;20.63;47.55;0.86;0;23.63;
2019-09-27 03:00;19.75;51.41;0.756;0;22.75;
2019-09-27 04:00;19.68;60.02;0.418;0;22.68;
2019-09-27 05:00;17.66;59.76;0.119;0;20.66;
2019-09-27 06:00;16.51;62.61;0;0;19.51;
2019-09-27 07:00;15.99;67.04;0.005;0;18.99;
2019-09-27 08:00;16.46;65.07;0.119;6.316666667;19.46;
2019-09-27 09:00;18.56;56.46;0.366;123.5;21.56;
2019-09-27 10:00;22.13;54.88;1.21;317.7777778;32.13;
2019-09-27 11:00;24.13;45.44;1.63;470.5555556;39.13;
2019-09-27 12:00;24.65;36.35;1.129;559.4444444;44.65;
2019-09-27 13:00;27.4;33.16;0.945;683.3333333;47.4;
2019-09-27 14:00;28.18;28.48;0.898;707.7777778;48.18;
2019-09-27 15:00;26.82;35.04;1.834;517.2222222;46.82;
2019-09-27 16:00;29.39;27.12;1.558;596.3888889;49.39;
2019-09-27 17:00;29.66;29.96;1.547;462.7777778;44.66;
2019-09-27 18:00;27.77;37.67;1.446;250.2777778;33.77;
2019-09-27 19:00;23.54;46.82;1.806;84.44444444;28.54;
2019-09-27 20:00;22.22;55.04;1.285;4.541666667;26.22;
2019-09-27 21:00;22.16;62.91;0.653;0;25.16;
2019-09-27 22:00;20.28;59.47;0.036;0;23.28;
2019-09-27 23:00;19.41;59.14;0.003;0;22.41;
2019-09-28 00:00;21.44;46.67;0.535;0;24.44;
2019-09-28 01:00;21.3;42.54;0.111;0;24.3;
2019-09-28 02:00;20.49;43.49;0.072;0;23.49;
2019-09-28 03:00;20.83;49.18;0.017;0;23.83;
2019-09-28 04:00;21.78;44.03;0.737;0;24.78;
2019-09-28 05:00;20.42;45.79;0.911;0;23.42;
2019-09-28 06:00;18.2;47.09;0.335;0;21.2;
2019-09-28 07:00;18.14;50.01;0.029;0;21.14;
2019-09-28 08:00;17.19;54.68;0;2.427777778;20.19;
2019-09-28 09:00;17.87;58.48;0;57.19444444;20.87;
2019-09-28 10:00;20.3;47.36;0.8;238.0555556;30.3;
2019-09-28 11:00;23.32;42.94;0.794;463.6111111;38.32;
2019-09-28 12:00;24.32;38.39;1.338;600;44.32;
2019-09-28 13:00;25.72;35.47;1.602;688.0555556;45.72;
2019-09-28 14:00;26.04;32.95;1.833;711.9444444;46.04;
2019-09-28 15:00;26.49;32.6;1.427;735;46.49;
2019-09-28 16:00;25.82;34.5;1.688;465;45.82;
2019-09-28 17:00;26.85;30.92;1.665;439.4444444;41.85;
2019-09-28 18:00;26.03;31.66;1.639;292.7777778;32.03;
2019-09-28 19:00;24.69;35.26;1.116;113.3611111;29.69;
2019-09-28 20:00;21.54;36.42;0.567;4.741666667;25.54;
2019-09-28 21:00;19.94;42.67;0.206;0;22.94;
2019-09-28 22:00;19.01;45.59;0.299;0;22.01;
2019-09-28 23:00;20.64;44.86;0.767;0;23.64;
2019-09-29 00:00;18.95;50.28;0.146;0;21.95;
2019-09-29 01:00;16.65;51.16;0;0;19.65;
2019-09-29 02:00;15.24;56.06;0;0;18.24;
2019-09-29 03:00;14.63;60.94;0;0;17.63;
2019-09-29 04:00;13.83;66.38;0;0;16.83;
2019-09-29 05:00;13.16;68.01;0;0;16.16;
2019-09-29 06:00;13.09;67.47;0.003;0;16.09;
2019-09-29 07:00;12.35;69.71;0;0;15.35;
2019-09-29 08:00;12.35;71.6;0;4.419444444;15.35;
2019-09-29 09:00;15.4;59.26;0.003;113.5277778;18.4;
2019-09-29 10:00;20.26;50.7;0.007;290.8333333;30.26;
2019-09-29 11:00;21.31;44.44;0.431;460.2777778;36.31;
2019-09-29 12:00;22.98;40.43;0.767;596.6666667;42.98;
2019-09-29 13:00;24.24;47.11;0.934;674.4444444;44.24;
2019-09-29 14:00;24.42;54.75;1.377;698.8888889;44.42;
2019-09-29 15:00;24.48;54.06;1.492;671.1111111;44.48;
2019-09-29 16:00;23.13;55.35;1.761;586.6666667;43.13;
2019-09-29 17:00;23.06;58.26;1.702;450.2777778;38.06;
2019-09-29 18:00;23.07;68.21;1.643;279.4444444;29.07;
2019-09-29 19:00;22;72;1.051;95.36111111;27;
2019-09-29 20:00;20.47;75.7;0.258;6.594444444;24.47;
2019-09-29 21:00;19.68;77.8;0.031;0;22.68;
2019-09-29 22:00;18.94;78.8;0;0;21.94;
2019-09-29 23:00;18.61;79.5;0.009;0;21.61;
2019-09-30 00:00;19.16;79.6;0;0;22.16;
2019-09-30 01:00;18.21;81.2;0.067;0;21.21;
2019-09-30 02:00;17.33;80.8;0.044;0;20.33;
2019-09-30 03:00;16.99;78.5;0;0;19.99;
2019-09-30 04:00;16.59;81.7;0;0;19.59;
2019-09-30 05:00;16.59;84.6;0.018;0;19.59;
2019-09-30 06:00;16.32;81.3;0.078;0;19.32;
2019-09-30 07:00;17.81;68.59;0.565;0.155555556;20.81;
2019-09-30 08:00;17.61;67.98;0.281;1.191666667;20.61;
2019-09-30 09:00;20.92;54.14;1.435;100.3333333;23.92;
2019-09-30 10:00;22.46;48.71;1.52;287.2222222;32.46;
2019-09-30 11:00;23.73;46.05;2.402;462.5;38.73;
2019-09-30 12:00;24.32;46.98;2.413;586.1111111;44.32;
2019-09-30 13:00;25.58;39.87;2.139;640.8333333;45.58;
2019-09-30 14:00;27.05;32.07;1.812;689.1666667;47.05;
2019-09-30 15:00;27.31;32.13;2.029;675.2777778;47.31;
2019-09-30 16:00;27.84;31.11;2.167;588.3333333;47.84;
2019-09-30 17:00;28.12;30.71;2.059;453.6111111;43.12;
2019-09-30 18:00;27.92;32.33;1.671;281.9444444;33.92;
2019-09-30 19:00;25.9;37.41;1.789;105.2777778;30.9;
2019-09-30 20:00;23.97;43.73;1.692;2.997222222;27.97;
2019-09-30 21:00;21.82;43.27;0.839;0;24.82;
2019-09-30 22:00;20.48;49.03;0.406;0;23.48;
2019-09-30 23:00;18.8;54.6;0;0;21.8;
2019-10-01 00:00;18.07;58.82;0;0;21.07;
2019-10-01 01:00;17.19;60.85;0.005;0;20.19;
2019-10-01 02:00;16.32;63.23;0;0;19.32;
2019-10-01 03:00;15.85;66.16;0;0;18.85;
2019-10-01 04:00;15.18;69.68;0;0;18.18;
2019-10-01 05:00;14.63;71.4;0;0;17.63;
2019-10-01 06:00;14.36;71.8;0.04;0;17.36;
2019-10-01 07:00;13.89;73.2;0;0;16.89;
2019-10-01 08:00;14.43;69.41;0.067;3.336111111;17.43;
2019-10-01 09:00;16.94;62.16;0;102.4722222;19.94;
2019-10-01 10:00;20.72;46.69;0;278.3333333;30.72;
2019-10-01 11:00;23;46.2;0.481;447.5;38;
2019-10-01 12:00;23.17;36.83;0.798;579.4444444;43.17;
2019-10-01 13:00;25.18;38.17;0.945;656.9444444;45.18;
2019-10-01 14:00;25.56;39.45;1.09;680;45.56;
2019-10-01 15:00;24.2;45.19;1.695;654.1666667;44.2;
2019-10-01 16:00;24.41;58.66;1.638;547.7777778;44.41;
2019-10-01 17:00;22.79;60.69;1.822;374.1666667;37.79;
2019-10-01 18:00;21.39;68.5;1.588;119.5833333;27.39;
2019-10-01 19:00;20.8;70.1;1.164;43.25;25.8;
2019-10-01 20:00;21.42;75.7;0.29;0.991666667;25.42;
2019-10-01 21:00;20.9;79.9;0.439;0;23.9;
2019-10-01 22:00;18.26;71.7;1.244;0;21.26;
2019-10-01 23:00;17.46;76.8;0.499;0;20.46;
2019-10-02 00:00;17.39;77.7;0.407;0;20.39;
2019-10-02 01:00;16.51;78.5;0;0;19.51;
2019-10-02 02:00;15.64;78.5;0;0;18.64;
2019-10-02 03:00;15.18;76.7;0.022;0;18.18;
2019-10-02 04:00;15.31;70.3;0.304;0;18.31;
2019-10-02 05:00;14.77;68.94;0.401;0;17.77;
2019-10-02 06:00;15.45;63.11;0.241;0;18.45;
2019-10-02 07:00;15.18;65.89;0.459;0;18.18;
2019-10-02 08:00;15.04;68.87;0.411;2.163888889;18.04;
2019-10-02 09:00;16.87;60.87;1.003;105.0277778;19.87;
2019-10-02 10:00;18.89;44.25;1.901;288.6111111;28.89;
2019-10-02 11:00;21.51;44.44;1.715;457.2222222;36.51;
2019-10-02 12:00;22.57;42.46;1.97;626.3888889;42.57;
2019-10-02 13:00;22.35;33.99;2.872;570.2777778;42.35;
2019-10-02 14:00;24.1;35.81;3.031;701.1111111;44.1;
2019-10-02 15:00;24.29;34.31;2.997;683.0555556;44.29;
2019-10-02 16:00;24.35;33.02;3.215;600.2777778;44.35;
2019-10-02 17:00;24.56;30.72;2.753;462.2222222;39.56;
2019-10-02 18:00;23.88;34.45;2.395;276.1111111;29.88;
2019-10-02 19:00;22.07;41.09;2.596;105.1111111;27.07;
2019-10-02 20:00;20.74;44.09;2.291;2.094444444;24.74;
2019-10-02 21:00;19.61;46.4;2.562;0;22.61;
2019-10-02 22:00;19.08;49.25;2.625;0;22.08;
2019-10-02 23:00;17.6;46.89;2.215;0;20.6;
2019-10-03 00:00;17.39;48.04;1.509;0;20.39;
2019-10-03 01:00;16.38;51.84;0.321;0;19.38;
2019-10-03 02:00;17.07;44.26;0.649;0;20.07;
2019-10-03 03:00;16.87;39.99;1.272;0;19.87;
2019-10-03 04:00;15.58;40.13;0.687;0;18.58;
2019-10-03 05:00;13.21;44.81;0.198;0;16.21;
2019-10-03 06:00;13.77;38.04;0.938;0;16.77;
2019-10-03 07:00;13.84;41.16;1.077;0;16.84;
2019-10-03 08:00;12.55;49.36;0.572;2.386111111;15.55;
2019-10-03 09:00;14.86;44.69;1.106;119.1111111;17.86;
2019-10-03 10:00;17.14;37.55;1.342;280.8333333;27.14;
2019-10-03 11:00;19.29;29;1.406;446.6666667;34.29;
2019-10-03 12:00;21.03;22.35;0.832;521.1111111;41.03;
2019-10-03 13:00;22.29;22.01;0.803;609.1666667;42.29;
2019-10-03 14:00;24.03;15.03;1.177;716.6666667;44.03;
2019-10-03 15:00;24.02;16.71;1.342;602.7777778;44.02;
2019-10-03 16:00;24.29;21.59;1.826;558.6111111;44.29;
2019-10-03 17:00;24.35;22.67;1.839;460.8333333;39.35;
2019-10-03 18:00;22.2;28.29;1.535;161.0555556;28.2;
2019-10-03 19:00;21.48;31.15;1.15;54.63888889;26.48;
2019-10-03 20:00;19.13;34.82;0.287;0.638888889;23.13;
2019-10-03 21:00;16.44;41.54;0.206;0;19.44;
2019-10-03 22:00;14.84;49.68;0.197;0;17.84;
2019-10-03 23:00;13.56;55.05;0;0;16.56;
2019-10-04 00:00;12.55;59.2;0.013;0;15.55;
2019-10-04 01:00;11.6;64.42;0;0;14.6;
2019-10-04 02:00;10.74;67.9;0;0;13.74;
2019-10-04 03:00;9.99;68.03;0.001;0;12.99;
2019-10-04 04:00;9.79;69.05;0.028;0;12.79;
2019-10-04 05:00;9.11;68.92;0;0;12.11;
2019-10-04 06:00;8.63;69.66;0;0;11.63;
2019-10-04 07:00;8.78;67.91;0.006;0;11.78;
2019-10-04 08:00;8.71;71.6;0;1.305555556;11.71;
2019-10-04 09:00;11.69;58.95;0.044;99.52777778;14.69;
2019-10-04 10:00;15.74;44.75;0.148;246.6666667;25.74;
2019-10-04 11:00;17;47.57;0.15;143.4166667;32;
2019-10-04 12:00;21.92;47.22;1.618;486.1111111;41.92;
2019-10-04 13:00;21.41;42.18;2.502;663.6111111;41.41;
2019-10-04 14:00;21.86;42.71;2.542;691.6666667;41.86;
2019-10-04 15:00;23.48;45.48;2.507;691.3888889;43.48;
2019-10-04 16:00;23.21;46.83;2.723;393.6111111;43.21;
2019-10-04 17:00;22.14;41.43;2.494;235.5555556;37.14;
2019-10-04 18:00;21.34;52.34;2.732;129.25;27.34;
2019-10-04 19:00;20.61;52.76;2.353;55.27777778;25.61;
2019-10-04 20:00;19.07;47.42;1.977;0.616666667;23.07;
2019-10-04 21:00;18.4;50.61;1.761;0;21.4;
2019-10-04 22:00;18.21;49.33;0.99;0;21.21;
2019-10-04 23:00;19.5;45.13;1.777;0;22.5;
2019-10-05 00:00;17.86;43.09;1.497;0;20.86;
2019-10-05 01:00;16.38;50.69;0.624;0;19.38;
2019-10-05 02:00;18.42;44.26;1.239;0;21.42;
2019-10-05 03:00;15.78;50.76;0.646;0;18.78;
2019-10-05 04:00;15.85;48.4;0.719;0;18.85;
2019-10-05 05:00;15.38;49.42;1.039;0;18.38;
2019-10-05 06:00;14.7;56.06;0.271;0;17.7;
2019-10-05 07:00;15.99;46.7;2.071;0;18.99;
2019-10-05 08:00;15.79;49.08;1.818;0.044444444;18.79;
2019-10-05 09:00;17.47;43.51;1.582;100.8333333;20.47;
2019-10-05 10:00;18.95;48.59;1.637;255;28.95;
2019-10-05 11:00;20.09;46.34;1.983;424.7222222;35.09;
2019-10-05 12:00;21.56;42.12;2.058;516.3888889;41.56;
2019-10-05 13:00;23.03;38.39;2.035;608.3333333;43.03;
2019-10-05 14:00;23.29;37.09;2.514;680;43.29;
2019-10-05 15:00;23.41;37.9;2.636;629.1666667;43.41;
2019-10-05 16:00;23.82;36.07;2.763;567.2222222;43.82;
2019-10-05 17:00;23.95;35.8;2.607;432.2222222;38.95;
2019-10-05 18:00;22.94;38.85;2.831;263.6111111;28.94;
2019-10-05 19:00;21.27;43.8;2.707;84.88888889;26.27;
2019-10-05 20:00;19.8;48.29;2.082;0.375;23.8;
2019-10-05 21:00;17.92;46.81;1.941;0;20.92;
2019-10-05 22:00;17.12;50.55;1.454;0;20.12;
2019-10-05 23:00;17.39;57.33;0.682;0;20.39;
2019-10-06 00:00;16.12;55.64;1.369;0;19.12;
2019-10-06 01:00;15.44;56.93;0.735;0;18.44;
2019-10-06 02:00;14.5;60.87;0.223;0;17.5;
2019-10-06 03:00;14.84;58.36;0.618;0;17.84;
2019-10-06 04:00;14.23;59.52;0.161;0;17.23;
